PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,JUMLAH_BKR,BULAN
SULAWESI BARAT,MAMASA,MAMBI,SONDONGLAYU,1,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,BOTTENG,1,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,KONDO,1,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,LEKO SUKAMAJU,1,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN,1,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN BARAT,1,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,MESAKADA,1,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,PASSEMBUK,1,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,SALUAHOK,1,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,SALUBALO,1,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,SALUKONTA,1,FEBRUARI
SULAWESI BARAT,MAMASA,MEHALAAN,ULUMEA,1,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,MAKUANG,1,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,MALIMBONG,1,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,MATANDE,1,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,MESSAWA,1,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,PASMA MAMBU,1,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,RIPPUNG,1,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,SEPANG,1,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,SIPAI,1,FEBRUARI
SULAWESI BARAT,MAMASA,MESSAWA,TANETE BATU,1,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,BATUPAPAN,1,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,MASEWWE,1,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,MINANGA,1,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,MINANGA TIMUR,1,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,NOSU,1,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,PARINDING,1,FEBRUARI
SULAWESI BARAT,MAMASA,NOSU,SIWI,1,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,DATUBARINGAN,2,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,KARAKA,1,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,MAMULLU,2,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,MANIPI,2,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,PANA,1,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,PANURA,1,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,SALOAN,2,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,SAPAN,1,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,TALLANG BULAWAN,2,FEBRUARI
SULAWESI BARAT,MAMASA,PANA,WERI,1,FEBRUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BAMBANG BUDA,1,FEBRUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BUANGIN,2,FEBRUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,KIRAK,1,FEBRUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,LEKO,1,FEBRUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN,1,FEBRUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,1,FEBRUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN UTARA,1,FEBRUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SAMPALE,1,FEBRUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,LISUAN ADA,1,FEBRUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,MALANGKENA PADANG,1,FEBRUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,MALIMBONG,1,FEBRUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,MARAMPAN OROBUA,1,FEBRUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA,1,FEBRUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA SELATAN,1,FEBRUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA TIMUR,1,FEBRUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,PALADAN,1,FEBRUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,RANTE PUANG,1,FEBRUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,SATENETEAN,1,FEBRUARI
SULAWESI BARAT,MAMASA,SUMARORONG,BANEA,1,FEBRUARI
SULAWESI BARAT,MAMASA,SUMARORONG,BATANGNGURU TIMUR,1,FEBRUARI
SULAWESI BARAT,MAMASA,SUMARORONG,RANTE KAMASE,1,FEBRUARI
SULAWESI BARAT,MAMASA,SUMARORONG,SALUBALO,1,FEBRUARI
SULAWESI BARAT,MAMASA,SUMARORONG,SASAKAN,1,FEBRUARI
SULAWESI BARAT,MAMASA,SUMARORONG,SIBANAWA,1,FEBRUARI
SULAWESI BARAT,MAMASA,SUMARORONG,SUMARORONG,1,FEBRUARI
SULAWESI BARAT,MAMASA,SUMARORONG,TABONE,1,FEBRUARI
SULAWESI BARAT,MAMASA,SUMARORONG,TADISI,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABANG,BAKADISURA,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABANG,KALAMA,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABANG,MASUPU,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABANG,SALUKONA,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABANG,TABANG,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABANG,TABANG BARAT,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABANG,TADOKALUA,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABULAHAN,BURANA,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABULAHAN,GANDANG DEWATA,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABULAHAN,PANGANDARAN,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABULAHAN,PERIANGAN,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABULAHAN,PEU',1,FEBRUARI
SULAWESI BARAT,MAMASA,TABULAHAN,SALUBAKKA,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABULAHAN,TABULAHAN,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABULAHAN,TALOPAK,1,FEBRUARI
SULAWESI BARAT,MAMASA,TABULAHAN,TIMORO,1,FEBRUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,BALLABATU,1,FEBRUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,KANAN,1,FEBRUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,MALABO,1,FEBRUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,MESAKADA,1,FEBRUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,MINAKE,1,FEBRUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,PAMBE,1,FEBRUARI
SULAWESI BARAT,MAMASA,TAWALIAN,KARIANGO,1,FEBRUARI
SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,1,FEBRUARI
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,1,FEBRUARI
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,1,FEBRUARI
SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,1,FEBRUARI
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,BONEHAU,KINATANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,BONEHAU,LUMIKA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,BONEHAU,SALUTIWO,1,FEBRUARI
SULAWESI BARAT,MAMUJU,BONEHAU,TAMALEA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,BEBANGA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,BELANG BELANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,BERU-BERU,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,GULILING,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,KABULOANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU BARAT,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,KEANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,PAMMULUKANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,POKKANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI SELATAN,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,SONDOANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUKKU,UHAIMATE,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,KALUMPANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,KARATAUN,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,KONDO BULO,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,LIMBONG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,MAKKALIKI,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,SANDAPANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KALUMPANG,TUMOGA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA BALAKANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA-BALAKANG TIMUR,1,FEBRUARI
SULAWESI BARAT,MAMUJU,MAMUJU,BAMBU,1,FEBRUARI
SULAWESI BARAT,MAMUJU,MAMUJU,BATU PANNU,1,FEBRUARI
SULAWESI BARAT,MAMUJU,MAMUJU,BINANGA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,MAMUJU,KARAMPUANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,MAMUJU,MAMUNYU,2,FEBRUARI
SULAWESI BARAT,MAMUJU,MAMUJU,RIMUKU,1,FEBRUARI
SULAWESI BARAT,MAMUJU,MAMUJU,TADUI,1,FEBRUARI
SULAWESI BARAT,MAMUJU,PAPALANG,BATU AMPA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,PAPALANG,BODA-BODA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,PAPALANG,BONDA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,PAPALANG,PAPALANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,PAPALANG,SALUKAYU,1,FEBRUARI
SULAWESI BARAT,MAMUJU,PAPALANG,SISANGO,1,FEBRUARI
SULAWESI BARAT,MAMUJU,PAPALANG,SUKADAMAI,1,FEBRUARI
SULAWESI BARAT,MAMUJU,PAPALANG,TOABO,1,FEBRUARI
SULAWESI BARAT,MAMUJU,PAPALANG,TOPORE,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SAMPAGA,BUNDE,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SAMPAGA,KALONDING,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SAMPAGA,LOSSO,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SAMPAGA,SALUBARANA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SAMPAGA,SAMPAGA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SAMPAGA,TANAMBUAH,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SAMPAGA,TARAILU,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG UTARA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SIMBORO,PATI'DI,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SIMBORO,RANGAS,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SIMBORO,SALETTO,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SIMBORO,SIMBORO,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SIMBORO,SUMARE,1,FEBRUARI
SULAWESI BARAT,MAMUJU,SIMBORO,TAPANDULLU,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG,BELA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG,DAYANGINNA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG,GALUNG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG,KASAMBANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG,KOPEANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG,OROBATU,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG,RANTEDODA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG,TAAN,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG,TAKANDEANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG,TAMPALANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,AHU,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,DUNGKAIT,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LABUANG RANO,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LEBANI,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PANGASAAN,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PASABU,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,TANETE PAO,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TOMMO,BUANA SAKTI,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TOMMO,CAMPALOGA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TOMMO,KAKULLASANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TOMMO,KALEPU,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TOMMO,LELING,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TOMMO,LELING BARAT,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TOMMO,LELING UTARA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TOMMO,MALINO,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TOMMO,RANTEMARIO,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TOMMO,SALUDENGEN,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TOMMO,SANDANA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TOMMO,TAMEJARRA,1,FEBRUARI
SULAWESI BARAT,MAMUJU,TOMMO,TAMEMONGGA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LEMBAH HADA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALOGATTA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUMANURUNG,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,TINALI,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KADAILA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAYU CALLA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KOMBILING,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LAMBA-LAMBA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LEMO-LEMO,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO CAMBA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO LERENG,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO PANGALE,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,SARTANAMAJU,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BAMBADARU,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,PALONGAAN,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOADAK,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOBAJA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SEJATI,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BAMBAMANURUNG,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,KABUBU,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PANGALLOANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PARAILI,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEKBO,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG IV,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SINABATTA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TANGKOU,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TAPPILINA,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TUMBU,1,FEBRUARI
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,WAEPUTEH,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,BAMBAIRA,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KASOLOANG,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,TAMPAURE,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,KALOLA,2,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,PANGIANG,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,POLEWALI,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,WULAI,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,2,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BARAS,BULU PARIGI,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,BUKIT HARAPAN,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,KARAVE,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,KASTABUANA,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,LELEJAE,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,LILIMORI,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,OMPI,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,BULU TABA,SUMBER SARI,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DAPURANG,BULU BONGGU,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SAPTANAJAYA,1,FEBRUARI
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SIPAKAINGA,1,FEBRUARI
