NO,PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,PUS,UNMET NEED,BULAN
0,SULAWESI BARAT,PASANGKAYU,BAMBAIRA,BAMBAIRA,507,59,JANUARI
1,SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KASOLOANG,322,61,JANUARI
2,SULAWESI BARAT,PASANGKAYU,BAMBAIRA,TAMPAURE,354,27,JANUARI
3,SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,486,65,JANUARI
4,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,642,76,JANUARI
5,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,POLEWALI,680,24,JANUARI
6,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,653,28,JANUARI
7,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,PANGIANG,392,23,JANUARI
8,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,KALOLA,678,31,JANUARI
9,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,WULAI,392,24,JANUARI
10,SULAWESI BARAT,PASANGKAYU,BULU TABA,LILIMORI,525,27,JANUARI
11,SULAWESI BARAT,PASANGKAYU,BULU TABA,KARAVE,406,27,JANUARI
12,SULAWESI BARAT,PASANGKAYU,BULU TABA,BUKIT HARAPAN,244,22,JANUARI
13,SULAWESI BARAT,PASANGKAYU,BULU TABA,KASTABUANA,254,21,JANUARI
14,SULAWESI BARAT,PASANGKAYU,BULU TABA,SUMBER SARI,41,2,JANUARI
15,SULAWESI BARAT,PASANGKAYU,BULU TABA,LELEJAE,242,16,JANUARI
16,SULAWESI BARAT,PASANGKAYU,BULU TABA,OMPI,134,4,JANUARI
17,SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,507,61,JANUARI
18,SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,489,13,JANUARI
19,SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,1005,125,JANUARI
20,SULAWESI BARAT,PASANGKAYU,BARAS,BULU PARIGI,315,48,JANUARI
21,SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,240,5,JANUARI
22,SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,596,97,JANUARI
23,SULAWESI BARAT,PASANGKAYU,LARIANG,PARABU,204,18,JANUARI
24,SULAWESI BARAT,PASANGKAYU,LARIANG,KENANGAN,83,15,JANUARI
25,SULAWESI BARAT,PASANGKAYU,LARIANG,BAJAWALI,148,2,JANUARI
26,SULAWESI BARAT,PASANGKAYU,LARIANG,SINGGANI,288,26,JANUARI
27,SULAWESI BARAT,PASANGKAYU,LARIANG,KULU,156,20,JANUARI
28,SULAWESI BARAT,PASANGKAYU,LARIANG,BATU MATORU,171,22,JANUARI
29,SULAWESI BARAT,PASANGKAYU,LARIANG,BAMBAKORO,268,16,JANUARI
30,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,2494,338,JANUARI
31,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,283,33,JANUARI
32,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PAKAVA,536,50,JANUARI
33,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,459,30,JANUARI
34,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,600,60,JANUARI
35,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,760,80,JANUARI
36,SULAWESI BARAT,PASANGKAYU,DURIPOKU,TAMMARUNANG,401,92,JANUARI
37,SULAWESI BARAT,PASANGKAYU,DURIPOKU,SAPTANAJAYA,301,27,JANUARI
38,SULAWESI BARAT,PASANGKAYU,DURIPOKU,TARANGGI,148,13,JANUARI
39,SULAWESI BARAT,PASANGKAYU,DURIPOKU,SIPAKAINGA,140,18,JANUARI
40,SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,722,89,JANUARI
41,SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,519,88,JANUARI
42,SULAWESI BARAT,PASANGKAYU,DAPURANG,TIRTABUANA,211,37,JANUARI
43,SULAWESI BARAT,PASANGKAYU,DAPURANG,BULU BONGGU,390,40,JANUARI
44,SULAWESI BARAT,PASANGKAYU,DAPURANG,SARASA,313,40,JANUARI
45,SULAWESI BARAT,MAMUJU,MAMUJU,BINANGA,2019,155,JANUARI
46,SULAWESI BARAT,MAMUJU,MAMUJU,MAMUNYU,1007,199,JANUARI
47,SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,1533,92,JANUARI
48,SULAWESI BARAT,MAMUJU,MAMUJU,RIMUKU,1261,226,JANUARI
49,SULAWESI BARAT,MAMUJU,MAMUJU,BAMBU,585,85,JANUARI
50,SULAWESI BARAT,MAMUJU,MAMUJU,KARAMPUANG,606,13,JANUARI
51,SULAWESI BARAT,MAMUJU,MAMUJU,TADUI,668,3,JANUARI
52,SULAWESI BARAT,MAMUJU,MAMUJU,BATU PANNU,247,24,JANUARI
53,SULAWESI BARAT,MAMUJU,TAPALANG,GALUNG,527,41,JANUARI
54,SULAWESI BARAT,MAMUJU,TAPALANG,KASAMBANG,404,52,JANUARI
55,SULAWESI BARAT,MAMUJU,TAPALANG,DAYANGINNA,251,40,JANUARI
56,SULAWESI BARAT,MAMUJU,TAPALANG,OROBATU,166,23,JANUARI
57,SULAWESI BARAT,MAMUJU,TAPALANG,TAKANDEANG,453,50,JANUARI
58,SULAWESI BARAT,MAMUJU,TAPALANG,BELA,80,3,JANUARI
59,SULAWESI BARAT,MAMUJU,TAPALANG,TAAN,451,94,JANUARI
60,SULAWESI BARAT,MAMUJU,TAPALANG,TAMPALANG,439,36,JANUARI
61,SULAWESI BARAT,MAMUJU,TAPALANG,RANTEDODA,205,19,JANUARI
62,SULAWESI BARAT,MAMUJU,TAPALANG,KOPEANG,98,11,JANUARI
63,SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,319,32,JANUARI
64,SULAWESI BARAT,MAMUJU,BONEHAU,SALUTIWO,131,12,JANUARI
65,SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,260,16,JANUARI
66,SULAWESI BARAT,MAMUJU,BONEHAU,TAMALEA,66,3,JANUARI
67,SULAWESI BARAT,MAMUJU,BONEHAU,LUMIKA,165,6,JANUARI
68,SULAWESI BARAT,MAMUJU,BONEHAU,MAPPU,95,2,JANUARI
69,SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,131,1,JANUARI
70,SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,129,3,JANUARI
71,SULAWESI BARAT,MAMUJU,BONEHAU,KINATANG,134,0,JANUARI
72,SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI,824,147,JANUARI
73,SULAWESI BARAT,MAMUJU,KALUKKU,BEBANGA,1349,53,JANUARI
74,SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU,1039,98,JANUARI
75,SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI SELATAN,616,115,JANUARI
76,SULAWESI BARAT,MAMUJU,KALUKKU,SONDOANG,400,20,JANUARI
77,SULAWESI BARAT,MAMUJU,KALUKKU,BERU-BERU,910,48,JANUARI
78,SULAWESI BARAT,MAMUJU,KALUKKU,BELANG BELANG,647,63,JANUARI
79,SULAWESI BARAT,MAMUJU,KALUKKU,KABULOANG,587,79,JANUARI
80,SULAWESI BARAT,MAMUJU,KALUKKU,KEANG,420,64,JANUARI
81,SULAWESI BARAT,MAMUJU,KALUKKU,POKKANG,370,26,JANUARI
82,SULAWESI BARAT,MAMUJU,KALUKKU,GULILING,238,14,JANUARI
83,SULAWESI BARAT,MAMUJU,KALUKKU,UHAIMATE,171,3,JANUARI
84,SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU BARAT,705,63,JANUARI
85,SULAWESI BARAT,MAMUJU,KALUKKU,PAMMULUKANG,317,19,JANUARI
86,SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,920,26,JANUARI
87,SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,677,88,JANUARI
88,SULAWESI BARAT,PASANGKAYU,SARUDU,KUMASARI,414,25,JANUARI
89,SULAWESI BARAT,PASANGKAYU,SARUDU,PATIKA,108,20,JANUARI
90,SULAWESI BARAT,PASANGKAYU,SARUDU,DODA,428,24,JANUARI
91,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,TIKKE,566,54,JANUARI
92,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,MAKMUR JAYA,829,143,JANUARI
93,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,LARIANG,660,39,JANUARI
94,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,PAJALELE,560,8,JANUARI
95,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,JENGENG RAYA,400,55,JANUARI
96,SULAWESI BARAT,PASANGKAYU,SARJO,SARJO,463,28,JANUARI
97,SULAWESI BARAT,PASANGKAYU,SARJO,MAPONU,250,17,JANUARI
98,SULAWESI BARAT,PASANGKAYU,SARJO,LETAWA,358,40,JANUARI
99,SULAWESI BARAT,PASANGKAYU,SARJO,SARUDE,391,15,JANUARI
100,SULAWESI BARAT,PASANGKAYU,PEDONGGA,MALEI,364,14,JANUARI
101,SULAWESI BARAT,PASANGKAYU,PEDONGGA,PEDANDA,277,12,JANUARI
102,SULAWESI BARAT,PASANGKAYU,PEDONGGA,BATU OGE,225,13,JANUARI
103,SULAWESI BARAT,PASANGKAYU,PEDONGGA,MARTASARI,792,30,JANUARI
104,SULAWESI BARAT,MAJENE,MALUNDA,MALUNDA,387,48,JANUARI
105,SULAWESI BARAT,MAJENE,MALUNDA,LAMUNGANG BATU,296,33,JANUARI
106,SULAWESI BARAT,MAJENE,MALUNDA,BAMBANGAN,306,24,JANUARI
107,SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG,152,13,JANUARI
108,SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG,369,13,JANUARI
109,SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA,389,23,JANUARI
110,SULAWESI BARAT,MAJENE,MALUNDA,MALIAYA,296,61,JANUARI
111,SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG TIMUR,186,0,JANUARI
112,SULAWESI BARAT,MAJENE,MALUNDA,SALUTAHONGAN,189,16,JANUARI
113,SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG TIMUR,204,7,JANUARI
114,SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA SELATAN,196,9,JANUARI
115,SULAWESI BARAT,MAJENE,MALUNDA,KAYUANGIN,276,11,JANUARI
116,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BAURUNG,866,56,JANUARI
117,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA,270,9,JANUARI
118,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA DHUA,278,6,JANUARI
119,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG,562,99,JANUARI
120,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE,179,14,JANUARI
121,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LEMBANG,1112,68,JANUARI
122,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG UTARA,660,158,JANUARI
123,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE TIMUR,314,8,JANUARI
124,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BUTTU BARUGA,160,13,JANUARI
125,SULAWESI BARAT,MAJENE,SENDANA,MOSSO,633,34,JANUARI
126,SULAWESI BARAT,MAJENE,SENDANA,MOSSO DHUA,210,56,JANUARI
127,SULAWESI BARAT,MAJENE,SENDANA,TOTOLISI SENDANA,234,35,JANUARI
128,SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA,358,32,JANUARI
129,SULAWESI BARAT,MAJENE,SENDANA,LALATEDZONG,168,13,JANUARI
130,SULAWESI BARAT,MAJENE,SENDANA,BINANGA,110,6,JANUARI
131,SULAWESI BARAT,MAJENE,SENDANA,PUTTADA,111,7,JANUARI
132,SULAWESI BARAT,MAJENE,SENDANA,PAMINGGALAN,95,23,JANUARI
133,SULAWESI BARAT,MAJENE,SENDANA,LEPPANGANG,116,7,JANUARI
134,SULAWESI BARAT,MAJENE,SENDANA,PUNDAU,105,7,JANUARI
135,SULAWESI BARAT,MAJENE,SENDANA,SENDANA,135,19,JANUARI
136,SULAWESI BARAT,MAJENE,SENDANA,BANUA SENDANA,211,9,JANUARI
137,SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA UTARA,277,26,JANUARI
138,SULAWESI BARAT,MAJENE,SENDANA,"LIMBORO RAMBU-
RAMBU",145,7,JANUARI
139,SULAWESI BARAT,MAJENE,SENDANA,LIMBUA,247,42,JANUARI
140,SULAWESI BARAT,MAJENE,SENDANA,BUKIT SAMANG,200,18,JANUARI
141,SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,249,29,JANUARI
142,SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,227,20,JANUARI
143,SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG,157,13,JANUARI
144,SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO,326,56,JANUARI
145,SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,365,37,JANUARI
146,SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,156,13,JANUARI
147,SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,120,31,JANUARI
148,SULAWESI BARAT,MAJENE,PAMBOANG,BONDE UTARA,660,25,JANUARI
149,SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO UTARA,187,29,JANUARI
150,SULAWESI BARAT,MAJENE,PAMBOANG,BUTTU PAMBOANG,154,15,JANUARI
151,SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,158,10,JANUARI
152,SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,147,18,JANUARI
153,SULAWESI BARAT,MAJENE,PAMBOANG,TINAMBUNG,353,33,JANUARI
154,SULAWESI BARAT,MAJENE,PAMBOANG,PESULOANG,164,10,JANUARI
155,SULAWESI BARAT,MAJENE,PAMBOANG,BALOMBONG,168,14,JANUARI
156,SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,216,4,JANUARI
157,SULAWESI BARAT,MAJENE,ULUMANDA,SAMBABO,132,6,JANUARI
158,SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,206,8,JANUARI
159,SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,238,10,JANUARI
160,SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,205,4,JANUARI
161,SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,144,9,JANUARI
162,SULAWESI BARAT,MAJENE,ULUMANDA,SULAI,167,9,JANUARI
163,SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,215,5,JANUARI
164,SULAWESI BARAT,POLEWALI MANDAR,ALLU,PETOOSANG,206,36,JANUARI
165,SULAWESI BARAT,POLEWALI MANDAR,ALLU,MOMBI,255,13,JANUARI
166,SULAWESI BARAT,POLEWALI MANDAR,ALLU,KALUMAMMANG,206,36,JANUARI
167,SULAWESI BARAT,POLEWALI MANDAR,ALLU,PAO-PAO,357,48,JANUARI
168,SULAWESI BARAT,POLEWALI MANDAR,ALLU,PUPPU URING,295,24,JANUARI
169,SULAWESI BARAT,POLEWALI MANDAR,ALLU,SARAGIAN,242,40,JANUARI
170,SULAWESI BARAT,POLEWALI MANDAR,ALLU,SAYOANG,96,7,JANUARI
171,SULAWESI BARAT,POLEWALI MANDAR,ALLU,ALU,231,38,JANUARI
172,SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,562,80,JANUARI
173,SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO,136,7,JANUARI
174,SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG UTARA,162,20,JANUARI
175,SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO SELATAN,132,2,JANUARI
176,SULAWESI BARAT,MAJENE,TUBO SENDANA,BONDE BONDE,145,21,JANUARI
177,SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO TENGAH,131,3,JANUARI
178,SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO POANG,116,6,JANUARI
179,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,208,10,JANUARI
180,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO,324,27,JANUARI
181,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,ULIDANG,272,27,JANUARI
182,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,303,17,JANUARI
183,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO UTARA,324,18,JANUARI
184,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,MANYAMBA,236,17,JANUARI
185,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,AWO,309,57,JANUARI
186,SULAWESI BARAT,MAMUJU,SIMBORO,SIMBORO,3281,447,JANUARI
187,SULAWESI BARAT,MAMUJU,SIMBORO,RANGAS,888,55,JANUARI
188,SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG,382,39,JANUARI
189,SULAWESI BARAT,MAMUJU,SIMBORO,SALETTO,521,70,JANUARI
190,SULAWESI BARAT,MAMUJU,SIMBORO,SUMARE,412,63,JANUARI
191,SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG UTARA,518,19,JANUARI
192,SULAWESI BARAT,MAMUJU,SIMBORO,TAPANDULLU,117,13,JANUARI
193,SULAWESI BARAT,MAMUJU,SIMBORO,PATI'DI,316,28,JANUARI
194,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,DUNGKAIT,336,21,JANUARI
195,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LEBANI,229,23,JANUARI
196,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LABUANG RANO,449,79,JANUARI
197,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PASABU,271,30,JANUARI
198,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,TANETE PAO,63,1,JANUARI
199,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PANGASAAN,158,57,JANUARI
200,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,AHU,248,8,JANUARI
201,SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,576,64,JANUARI
202,SULAWESI BARAT,MAJENE,BANGGAE,BARU,950,61,JANUARI
203,SULAWESI BARAT,MAJENE,BANGGAE,PANGALI ALI,1549,163,JANUARI
204,SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,879,132,JANUARI
205,SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,1329,54,JANUARI
206,SULAWESI BARAT,MAJENE,BANGGAE,GALUNG,565,110,JANUARI
207,SULAWESI BARAT,MAJENE,BANGGAE,PALIPI SOREANG,394,37,JANUARI
208,SULAWESI BARAT,MAJENE,BANGGAE,PAMBOBORANG,397,28,JANUARI
209,SULAWESI BARAT,MAMUJU,TOMMO,TOMMO,482,17,JANUARI
210,SULAWESI BARAT,MAMUJU,TOMMO,CAMPALOGA,470,58,JANUARI
211,SULAWESI BARAT,MAMUJU,TOMMO,BUANA SAKTI,310,23,JANUARI
212,SULAWESI BARAT,MAMUJU,TOMMO,TAMEMONGGA,288,22,JANUARI
213,SULAWESI BARAT,MAMUJU,TOMMO,TAMEJARRA,347,55,JANUARI
214,SULAWESI BARAT,MAMUJU,TOMMO,RANTEMARIO,212,6,JANUARI
215,SULAWESI BARAT,MAMUJU,TOMMO,MALINO,115,13,JANUARI
216,SULAWESI BARAT,MAMUJU,TOMMO,KAKULLASANG,545,87,JANUARI
217,SULAWESI BARAT,MAMUJU,TOMMO,LELING,199,6,JANUARI
218,SULAWESI BARAT,MAMUJU,TOMMO,KALEPU,148,3,JANUARI
219,SULAWESI BARAT,MAMUJU,TOMMO,SANDANA,202,15,JANUARI
220,SULAWESI BARAT,MAMUJU,TOMMO,LELING BARAT,293,20,JANUARI
221,SULAWESI BARAT,MAMUJU,TOMMO,LELING UTARA,304,30,JANUARI
222,SULAWESI BARAT,MAMUJU,TOMMO,SALUDENGEN,190,22,JANUARI
223,SULAWESI BARAT,MAMUJU,SAMPAGA,BUNDE,761,81,JANUARI
224,SULAWESI BARAT,MAMUJU,SAMPAGA,KALONDING,560,14,JANUARI
225,SULAWESI BARAT,MAMUJU,SAMPAGA,TARAILU,522,129,JANUARI
226,SULAWESI BARAT,MAMUJU,SAMPAGA,SAMPAGA,271,18,JANUARI
227,SULAWESI BARAT,MAMUJU,SAMPAGA,TANAMBUAH,97,10,JANUARI
228,SULAWESI BARAT,MAMUJU,SAMPAGA,SALUBARANA,114,13,JANUARI
229,SULAWESI BARAT,MAMUJU,SAMPAGA,LOSSO,177,16,JANUARI
230,SULAWESI BARAT,MAMUJU,PAPALANG,TOABO,846,16,JANUARI
231,SULAWESI BARAT,MAMUJU,PAPALANG,PAPALANG,1049,80,JANUARI
232,SULAWESI BARAT,MAMUJU,PAPALANG,BONDA,445,31,JANUARI
233,SULAWESI BARAT,MAMUJU,PAPALANG,TOPORE,547,54,JANUARI
234,SULAWESI BARAT,MAMUJU,PAPALANG,SALUKAYU,333,36,JANUARI
235,SULAWESI BARAT,MAMUJU,PAPALANG,SUKADAMAI,132,5,JANUARI
236,SULAWESI BARAT,MAMUJU,PAPALANG,BODA-BODA,272,13,JANUARI
237,SULAWESI BARAT,MAMUJU,PAPALANG,SISANGO,137,2,JANUARI
238,SULAWESI BARAT,MAMUJU,PAPALANG,BATU AMPA,226,39,JANUARI
239,SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA BALAKANG,199,24,JANUARI
240,SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA-BALAKANG TIMUR,133,9,JANUARI
241,SULAWESI BARAT,MAMUJU,KALUMPANG,KALUMPANG,67,5,JANUARI
242,SULAWESI BARAT,MAMUJU,KALUMPANG,KARATAUN,233,2,JANUARI
243,SULAWESI BARAT,MAMUJU,KALUMPANG,KARAMA,164,3,JANUARI
244,SULAWESI BARAT,MAMUJU,KALUMPANG,SIRAUN,122,2,JANUARI
245,SULAWESI BARAT,MAMUJU,KALUMPANG,TUMOGA,123,8,JANUARI
246,SULAWESI BARAT,MAMUJU,KALUMPANG,SALUMAKKI,115,1,JANUARI
247,SULAWESI BARAT,MAMUJU,KALUMPANG,POLIO,111,32,JANUARI
248,SULAWESI BARAT,MAMUJU,KALUMPANG,LIMBONG,120,6,JANUARI
249,SULAWESI BARAT,MAMUJU,KALUMPANG,SANDAPANG,116,2,JANUARI
250,SULAWESI BARAT,MAMUJU,KALUMPANG,KONDO BULO,130,23,JANUARI
251,SULAWESI BARAT,MAMUJU,KALUMPANG,MAKKALIKI,89,3,JANUARI
252,SULAWESI BARAT,MAMUJU,KALUMPANG,BATU MAKKADA,132,10,JANUARI
253,SULAWESI BARAT,MAMUJU,KALUMPANG,LASA',181,12,JANUARI
254,SULAWESI BARAT,MAMASA,ARALLE,ARALLE,140,4,JANUARI
255,SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,51,4,JANUARI
256,SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,85,1,JANUARI
257,SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,133,13,JANUARI
258,SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,114,5,JANUARI
259,SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,103,19,JANUARI
260,SULAWESI BARAT,MAMASA,ARALLE,BARURU,110,3,JANUARI
261,SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,56,1,JANUARI
262,SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,61,5,JANUARI
263,SULAWESI BARAT,MAMASA,ARALLE,KALABE,76,3,JANUARI
264,SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,66,7,JANUARI
265,SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,46,2,JANUARI
266,SULAWESI BARAT,MAMASA,BALLA,BALLA,233,11,JANUARI
267,SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,116,1,JANUARI
268,SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,191,9,JANUARI
269,SULAWESI BARAT,MAMASA,BALLA,BALLA TUMUKA,156,7,JANUARI
