NO,PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,PUS,UNMET NEED,BULAN
1033,SULAWESI BARAT,MAMASA,NOSU,MINANGA TIMUR,59,26,FEBRUARI
1034,SULAWESI BARAT,MAMASA,NOSU,PARINDING,44,4,FEBRUARI
1035,SULAWESI BARAT,MAMASA,MESSAWA,MESSAWA,59,5,FEBRUARI
1036,SULAWESI BARAT,MAMASA,MESSAWA,RIPPUNG,183,7,FEBRUARI
1037,SULAWESI BARAT,MAMASA,MESSAWA,MAKUANG,133,7,FEBRUARI
1038,SULAWESI BARAT,MAMASA,MESSAWA,SEPANG,93,0,FEBRUARI
1039,SULAWESI BARAT,MAMASA,MESSAWA,MALIMBONG,66,1,FEBRUARI
1040,SULAWESI BARAT,MAMASA,MESSAWA,MATANDE,89,1,FEBRUARI
1041,SULAWESI BARAT,MAMASA,MESSAWA,SIPAI,108,2,FEBRUARI
1042,SULAWESI BARAT,MAMASA,MESSAWA,PASMA MAMBU,67,2,FEBRUARI
1043,SULAWESI BARAT,MAMASA,MESSAWA,TANETE BATU,69,0,FEBRUARI
1044,SULAWESI BARAT,MAMASA,MAMBI,MAMBI,216,61,FEBRUARI
1045,SULAWESI BARAT,MAMASA,MAMBI,TALIPUKKI,196,5,FEBRUARI
1046,SULAWESI BARAT,MAMASA,MAMBI,RANTEBULAHAN,92,2,FEBRUARI
1047,SULAWESI BARAT,MAMASA,MAMBI,SONDONGLAYU,85,9,FEBRUARI
1048,SULAWESI BARAT,MAMASA,MAMBI,SALUBANUA,45,1,FEBRUARI
1049,SULAWESI BARAT,MAMASA,MAMBI,TAPALINA,141,3,FEBRUARI
1050,SULAWESI BARAT,MAMASA,MAMBI,SENDANA,207,5,FEBRUARI
1051,SULAWESI BARAT,MAMASA,MAMBI,PAMOSEAN,75,6,FEBRUARI
1052,SULAWESI BARAT,MAMASA,MAMBI,SELUMAKA,153,1,FEBRUARI
1053,SULAWESI BARAT,MAMASA,MAMBI,BUJUNG MANURUNG,66,8,FEBRUARI
1054,SULAWESI BARAT,MAMASA,MAMBI,SALU ALO,124,16,FEBRUARI
1055,SULAWESI BARAT,MAMASA,MAMBI,INDOBANUA,56,12,FEBRUARI
1056,SULAWESI BARAT,MAMASA,MAMBI,SALUDURIAN,149,8,FEBRUARI
1057,SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN,63,0,FEBRUARI
1058,SULAWESI BARAT,MAMASA,MEHALAAN,BOTTENG,84,1,FEBRUARI
1059,SULAWESI BARAT,MAMASA,MEHALAAN,SALUKONTA,68,0,FEBRUARI
1060,SULAWESI BARAT,MAMASA,MEHALAAN,MESAKADA,82,4,FEBRUARI
1061,SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN BARAT,116,4,FEBRUARI
1062,SULAWESI BARAT,MAMASA,MEHALAAN,SALUAHOK,86,0,FEBRUARI
1063,SULAWESI BARAT,MAMASA,MEHALAAN,SALUBALO,56,0,FEBRUARI
1064,SULAWESI BARAT,MAMASA,MEHALAAN,PASSEMBUK,52,0,FEBRUARI
1065,SULAWESI BARAT,MAMASA,MEHALAAN,KONDO,43,1,FEBRUARI
1066,SULAWESI BARAT,MAMASA,MEHALAAN,LEKO SUKAMAJU,35,0,FEBRUARI
1067,SULAWESI BARAT,MAMASA,MEHALAAN,ULUMEA,32,0,FEBRUARI
1068,SULAWESI BARAT,MAMASA,BALLA,BALLA,234,11,FEBRUARI
1069,SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,115,1,FEBRUARI
1070,SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,190,9,FEBRUARI
1071,SULAWESI BARAT,MAMASA,BALLA,BALLA TUMUKA,156,7,FEBRUARI
1072,SULAWESI BARAT,MAMASA,BALLA,SEPAKUAN,191,5,FEBRUARI
1073,SULAWESI BARAT,MAMASA,BALLA,PIDARA,94,10,FEBRUARI
1074,SULAWESI BARAT,MAMASA,BALLA,BAMBAPUANG,82,4,FEBRUARI
1075,SULAWESI BARAT,MAMASA,BALLA,BALLA TIMUR,48,0,FEBRUARI
1076,SULAWESI BARAT,MAMASA,ARALLE,ARALLE,141,4,FEBRUARI
1077,SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,51,4,FEBRUARI
1078,SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,85,1,FEBRUARI
1079,SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,133,13,FEBRUARI
1080,SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,114,5,FEBRUARI
1081,SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,103,19,FEBRUARI
1082,SULAWESI BARAT,MAMASA,ARALLE,BARURU,110,3,FEBRUARI
1083,SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,56,1,FEBRUARI
1084,SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,61,5,FEBRUARI
1085,SULAWESI BARAT,MAMASA,ARALLE,KALABE,75,3,FEBRUARI
1086,SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,66,7,FEBRUARI
1087,SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,46,2,FEBRUARI
1088,SULAWESI BARAT,MAMASA,BAMBANG,MOKALLANG,49,1,FEBRUARI
1089,SULAWESI BARAT,MAMASA,BAMBANG,MASOSO,58,2,FEBRUARI
1090,SULAWESI BARAT,MAMASA,BAMBANG,SALUASSING,147,0,FEBRUARI
1091,SULAWESI BARAT,MAMASA,BAMBANG,SALUBULO,85,2,FEBRUARI
1092,SULAWESI BARAT,MAMASA,BAMBANG,SALUKADI,105,1,FEBRUARI
1093,SULAWESI BARAT,MAMASA,BAMBANG,SALUKEPOPOK,150,0,FEBRUARI
1094,SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI BARAT,76,0,FEBRUARI
1095,SULAWESI BARAT,MAMASA,BAMBANG,LIMBADEBATA,115,0,FEBRUARI
1096,SULAWESI BARAT,MAMASA,BAMBANG,TANETE TOMBA,78,4,FEBRUARI
1097,SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG,155,2,FEBRUARI
1098,SULAWESI BARAT,MAMASA,BAMBANG,RANTELEMO,61,0,FEBRUARI
1099,SULAWESI BARAT,MAMASA,BAMBANG,SALUDENGEN,54,6,FEBRUARI
1100,SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI,97,1,FEBRUARI
1101,SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG TIMUR,107,1,FEBRUARI
1102,SULAWESI BARAT,MAMASA,BAMBANG,MINANGA,187,7,FEBRUARI
1103,SULAWESI BARAT,MAMASA,BAMBANG,SIKAMASE,65,0,FEBRUARI
1104,SULAWESI BARAT,MAMASA,BAMBANG,RANTETARIMA,34,0,FEBRUARI
1105,SULAWESI BARAT,MAMASA,BAMBANG,SALURURU,41,1,FEBRUARI
1106,SULAWESI BARAT,MAMASA,BAMBANG,SALUTABANG,42,3,FEBRUARI
1107,SULAWESI BARAT,MAMASA,BAMBANG,BALATANA,57,0,FEBRUARI
1108,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,167,1,FEBRUARI
1109,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,RANTEBERAN,155,1,FEBRUARI
1110,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KEBANGA,77,2,FEBRUARI
1111,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALURINDU,71,1,FEBRUARI
1112,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,TAORA,63,1,FEBRUARI
1113,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KABAE,92,0,FEBRUARI
1114,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN BARAT,88,0,FEBRUARI
1115,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,PENATANGAN,146,1,FEBRUARI
1116,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN TIMUR,70,3,FEBRUARI
1117,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN,45,0,FEBRUARI
1118,SULAWESI BARAT,MAMASA,BUNTUMALANGKA,ARALLE TIMUR,138,1,FEBRUARI
1119,SULAWESI BARAT,MAMASA,SUMARORONG,SUMARORONG,196,10,FEBRUARI
1120,SULAWESI BARAT,MAMASA,SUMARORONG,TABONE,132,6,FEBRUARI
1121,SULAWESI BARAT,MAMASA,SUMARORONG,BATANG  URU,115,5,FEBRUARI
1122,SULAWESI BARAT,MAMASA,SUMARORONG,SASAKAN,199,0,FEBRUARI
1123,SULAWESI BARAT,MAMASA,SUMARORONG,TADISI,62,0,FEBRUARI
1124,SULAWESI BARAT,MAMASA,SUMARORONG,SIBANAWA,135,22,FEBRUARI
1125,SULAWESI BARAT,MAMASA,SUMARORONG,BATANGNGURU TIMUR,133,8,FEBRUARI
1126,SULAWESI BARAT,MAMASA,SUMARORONG,SALUBALO,147,1,FEBRUARI
1127,SULAWESI BARAT,MAMASA,SUMARORONG,BANEA,82,5,FEBRUARI
1128,SULAWESI BARAT,MAMASA,SUMARORONG,RANTE KAMASE,197,3,FEBRUARI
1129,SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA,279,13,FEBRUARI
1130,SULAWESI BARAT,MAMASA,SESENAPADANG,PALADAN,103,5,FEBRUARI
1131,SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA TIMUR,61,3,FEBRUARI
1132,SULAWESI BARAT,MAMASA,SESENAPADANG,RANTE PUANG,162,13,FEBRUARI
1133,SULAWESI BARAT,MAMASA,SESENAPADANG,SATENETEAN,61,2,FEBRUARI
1134,SULAWESI BARAT,MAMASA,SESENAPADANG,LISUAN ADA,95,2,FEBRUARI
1135,SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA SELATAN,96,9,FEBRUARI
1136,SULAWESI BARAT,MAMASA,SESENAPADANG,MALANGKENA PADANG,89,3,FEBRUARI
1137,SULAWESI BARAT,MAMASA,SESENAPADANG,MALIMBONG,33,0,FEBRUARI
1138,SULAWESI BARAT,MAMASA,SESENAPADANG,MARAMPAN OROBUA,50,0,FEBRUARI
1139,SULAWESI BARAT,MAMASA,PANA,PANA,80,2,FEBRUARI
1140,SULAWESI BARAT,MAMASA,PANA,MANIPI,164,7,FEBRUARI
1141,SULAWESI BARAT,MAMASA,PANA,MAMULLU,84,6,FEBRUARI
1142,SULAWESI BARAT,MAMASA,PANA,SAPAN,73,0,FEBRUARI
1143,SULAWESI BARAT,MAMASA,PANA,DATUBARINGAN,110,3,FEBRUARI
1144,SULAWESI BARAT,MAMASA,PANA,PANURA,75,5,FEBRUARI
1145,SULAWESI BARAT,MAMASA,PANA,TALLANG BULAWAN,82,1,FEBRUARI
1146,SULAWESI BARAT,MAMASA,PANA,KARAKA,87,0,FEBRUARI
1147,SULAWESI BARAT,MAMASA,PANA,ULUSALU,75,5,FEBRUARI
1148,SULAWESI BARAT,MAMASA,PANA,WERI,67,2,FEBRUARI
1149,SULAWESI BARAT,MAMASA,PANA,SALUTAMBUN,70,7,FEBRUARI
1150,SULAWESI BARAT,MAMASA,PANA,SALOAN,110,6,FEBRUARI
1151,SULAWESI BARAT,MAMASA,PANA,ULUSALU INDAH,68,2,FEBRUARI
1152,SULAWESI BARAT,PASANGKAYU,SARJO,SARJO,462,28,FEBRUARI
1153,SULAWESI BARAT,PASANGKAYU,SARJO,MAPONU,249,16,FEBRUARI
1154,SULAWESI BARAT,PASANGKAYU,SARJO,LETAWA,358,40,FEBRUARI
1155,SULAWESI BARAT,PASANGKAYU,SARJO,SARUDE,388,15,FEBRUARI
1156,SULAWESI BARAT,MAMUJU,TAPALANG,GALUNG,527,41,FEBRUARI
1157,SULAWESI BARAT,MAMUJU,TAPALANG,KASAMBANG,407,52,FEBRUARI
1158,SULAWESI BARAT,MAMUJU,TAPALANG,DAYANGINNA,252,40,FEBRUARI
1159,SULAWESI BARAT,MAMUJU,TAPALANG,OROBATU,165,22,FEBRUARI
1160,SULAWESI BARAT,MAMUJU,TAPALANG,TAKANDEANG,451,48,FEBRUARI
1161,SULAWESI BARAT,MAMUJU,TAPALANG,BELA,80,3,FEBRUARI
1162,SULAWESI BARAT,MAMUJU,TAPALANG,TAAN,451,94,FEBRUARI
1163,SULAWESI BARAT,MAMUJU,TAPALANG,TAMPALANG,439,36,FEBRUARI
1164,SULAWESI BARAT,MAMUJU,TAPALANG,RANTEDODA,205,17,FEBRUARI
1165,SULAWESI BARAT,MAMUJU,TAPALANG,KOPEANG,98,10,FEBRUARI
1166,SULAWESI BARAT,MAMUJU,MAMUJU,BINANGA,2023,155,FEBRUARI
1167,SULAWESI BARAT,MAMUJU,MAMUJU,MAMUNYU,1008,198,FEBRUARI
1168,SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,1540,91,FEBRUARI
1169,SULAWESI BARAT,MAMUJU,MAMUJU,RIMUKU,1272,224,FEBRUARI
1170,SULAWESI BARAT,MAMUJU,MAMUJU,BAMBU,594,85,FEBRUARI
1171,SULAWESI BARAT,MAMUJU,MAMUJU,KARAMPUANG,612,13,FEBRUARI
1172,SULAWESI BARAT,MAMUJU,MAMUJU,TADUI,672,3,FEBRUARI
1173,SULAWESI BARAT,MAMUJU,MAMUJU,BATU PANNU,256,24,FEBRUARI
1174,SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI,832,145,FEBRUARI
1175,SULAWESI BARAT,MAMUJU,KALUKKU,BEBANGA,1349,53,FEBRUARI
1176,SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU,1043,97,FEBRUARI
1177,SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI SELATAN,617,114,FEBRUARI
1178,SULAWESI BARAT,MAMUJU,KALUKKU,SONDOANG,400,20,FEBRUARI
1179,SULAWESI BARAT,MAMUJU,KALUKKU,BERU-BERU,917,47,FEBRUARI
1180,SULAWESI BARAT,MAMUJU,KALUKKU,BELANG BELANG,656,63,FEBRUARI
1181,SULAWESI BARAT,MAMUJU,KALUKKU,KABULOANG,590,79,FEBRUARI
1182,SULAWESI BARAT,MAMUJU,KALUKKU,KEANG,420,64,FEBRUARI
1183,SULAWESI BARAT,MAMUJU,KALUKKU,POKKANG,369,26,FEBRUARI
1184,SULAWESI BARAT,MAMUJU,KALUKKU,GULILING,238,14,FEBRUARI
1185,SULAWESI BARAT,MAMUJU,KALUKKU,UHAIMATE,175,3,FEBRUARI
1186,SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU BARAT,704,63,FEBRUARI
1187,SULAWESI BARAT,MAMUJU,KALUKKU,PAMMULUKANG,318,19,FEBRUARI
1188,SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,320,32,FEBRUARI
1189,SULAWESI BARAT,MAMUJU,BONEHAU,SALUTIWO,131,12,FEBRUARI
1190,SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,259,16,FEBRUARI
1191,SULAWESI BARAT,MAMUJU,BONEHAU,TAMALEA,68,3,FEBRUARI
1192,SULAWESI BARAT,MAMUJU,BONEHAU,LUMIKA,177,6,FEBRUARI
1193,SULAWESI BARAT,MAMUJU,BONEHAU,MAPPU,95,2,FEBRUARI
1194,SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,135,1,FEBRUARI
1195,SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,130,3,FEBRUARI
1196,SULAWESI BARAT,MAMUJU,BONEHAU,KINATANG,134,0,FEBRUARI
1197,SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,354,24,FEBRUARI
1198,SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,224,10,FEBRUARI
1199,SULAWESI BARAT,MAMASA,TAWALIAN,KARIANGO,251,3,FEBRUARI
1200,SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,190,15,FEBRUARI
1201,SULAWESI BARAT,MAMASA,TANDUK KALUA,MINAKE,135,12,FEBRUARI
1202,SULAWESI BARAT,MAMASA,TANDUK KALUA,MALABO,68,3,FEBRUARI
1203,SULAWESI BARAT,MAMASA,TANDUK KALUA,SINDAGAMANIK,178,8,FEBRUARI
1204,SULAWESI BARAT,MAMASA,TANDUK KALUA,PARONDOBULAWAN,134,9,FEBRUARI
1205,SULAWESI BARAT,MAMASA,TANDUK KALUA,TAMALANTIK,203,6,FEBRUARI
1206,SULAWESI BARAT,MAMASA,TANDUK KALUA,MANNABABA,85,3,FEBRUARI
1207,SULAWESI BARAT,MAMASA,TANDUK KALUA,MESAKADA,138,5,FEBRUARI
1208,SULAWESI BARAT,MAMASA,TANDUK KALUA,BALLABATU,196,3,FEBRUARI
1209,SULAWESI BARAT,MAMASA,TANDUK KALUA,PAMBE,97,3,FEBRUARI
1210,SULAWESI BARAT,MAMASA,TANDUK KALUA,SALURANO,98,6,FEBRUARI
1211,SULAWESI BARAT,MAMASA,TANDUK KALUA,TALIMBUNG,119,6,FEBRUARI
1212,SULAWESI BARAT,MAMASA,TANDUK KALUA,KANAN,149,16,FEBRUARI
1213,SULAWESI BARAT,MAMASA,TABANG,TABANG,130,6,FEBRUARI
1214,SULAWESI BARAT,MAMASA,TABANG,TADOKALUA,124,3,FEBRUARI
1215,SULAWESI BARAT,MAMASA,TABANG,TABANG BARAT,249,12,FEBRUARI
1216,SULAWESI BARAT,MAMASA,TABANG,MASUPU,95,2,FEBRUARI
1217,SULAWESI BARAT,MAMASA,TABANG,KALAMA,86,6,FEBRUARI
1218,SULAWESI BARAT,MAMASA,TABANG,BAKADISURA,151,1,FEBRUARI
1219,SULAWESI BARAT,MAMASA,TABANG,SALUKONA,122,1,FEBRUARI
1220,SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG,319,5,FEBRUARI
1221,SULAWESI BARAT,MAMASA,TABULAHAN,PERIANGAN,92,4,FEBRUARI
1222,SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,190,4,FEBRUARI
1223,SULAWESI BARAT,MAMASA,TABULAHAN,TABULAHAN,67,0,FEBRUARI
1224,SULAWESI BARAT,MAMASA,TABULAHAN,SALULEANG,49,1,FEBRUARI
1225,SULAWESI BARAT,MAMASA,TABULAHAN,TAMPAK KURRA,244,3,FEBRUARI
1226,SULAWESI BARAT,MAMASA,TABULAHAN,GANDANG DEWATA,41,1,FEBRUARI
1227,SULAWESI BARAT,MAMASA,TABULAHAN,BURANA,132,13,FEBRUARI
1228,SULAWESI BARAT,MAMASA,TABULAHAN,SALUBAKKA,120,3,FEBRUARI
1229,SULAWESI BARAT,MAMASA,TABULAHAN,PANGANDARAN,171,0,FEBRUARI
1230,SULAWESI BARAT,MAMASA,TABULAHAN,TALOPAK,60,0,FEBRUARI
1231,SULAWESI BARAT,MAMASA,TABULAHAN,PEU',57,0,FEBRUARI
1232,SULAWESI BARAT,MAMASA,TABULAHAN,TIMORO,50,0,FEBRUARI
1233,SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG UTAMA,111,1,FEBRUARI
1234,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN,131,4,FEBRUARI
1235,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,132,1,FEBRUARI
1236,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BUANGIN,137,2,FEBRUARI
1237,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BAMBANG BUDA,142,1,FEBRUARI
1238,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,LEKO,39,3,FEBRUARI
1239,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,KIRAK,104,3,FEBRUARI
1240,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN UTARA,137,2,FEBRUARI
1241,SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SAMPALE,63,0,FEBRUARI
1242,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO PANGALE,357,17,FEBRUARI
1243,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,331,33,FEBRUARI
1244,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,SARTANAMAJU,115,4,FEBRUARI
1245,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO LERENG,311,23,FEBRUARI
1246,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,561,22,FEBRUARI
1247,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO CAMBA,204,6,FEBRUARI
1248,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LAMBA-LAMBA,184,30,FEBRUARI
1249,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KOMBILING,423,80,FEBRUARI
1250,SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LEMO-LEMO,177,6,FEBRUARI
1251,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,1212,49,FEBRUARI
1252,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,423,36,FEBRUARI
1253,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,618,73,FEBRUARI
1254,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALOGATTA,774,15,FEBRUARI
1255,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,350,55,FEBRUARI
1256,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,TINALI,323,18,FEBRUARI
1257,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUMANURUNG,325,52,FEBRUARI
1258,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,234,3,FEBRUARI
1259,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,331,10,FEBRUARI
1260,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,282,50,FEBRUARI
1261,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LEMBAH HADA,121,21,FEBRUARI
1262,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,506,49,FEBRUARI
1263,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOBAJA,544,35,FEBRUARI
1264,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,1871,66,FEBRUARI
1265,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,PALONGAAN,422,32,FEBRUARI
1266,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,1077,34,FEBRUARI
1267,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BAMBADARU,242,3,FEBRUARI
1268,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SEJATI,185,2,FEBRUARI
1269,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOADAK,364,6,FEBRUARI
1270,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,381,29,FEBRUARI
1271,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,1684,136,FEBRUARI
1272,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TUMBU,470,30,FEBRUARI
1273,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,KABUBU,404,8,FEBRUARI
1274,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,WAEPUTEH,355,31,FEBRUARI
1275,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TANGKOU,210,4,FEBRUARI
1276,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,688,47,FEBRUARI
1277,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PARAILI,259,6,FEBRUARI
1278,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,573,11,FEBRUARI
1279,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG IV,84,7,FEBRUARI
1280,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TAPPILINA,253,28,FEBRUARI
1281,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BAMBAMANURUNG,213,7,FEBRUARI
1282,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEKBO,578,73,FEBRUARI
1283,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PANGALLOANG,361,22,FEBRUARI
1284,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SINABATTA,176,18,FEBRUARI
1285,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,1141,86,FEBRUARI
1286,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,724,116,FEBRUARI
1287,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,269,34,FEBRUARI
1288,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KADAILA,303,19,FEBRUARI
1289,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAYU CALLA,121,10,FEBRUARI
1290,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,205,11,FEBRUARI
1291,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,439,28,FEBRUARI
1292,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,238,36,FEBRUARI
1293,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,391,15,FEBRUARI
1294,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,216,1,FEBRUARI
1295,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,279,27,FEBRUARI
